% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.18	1	1	19	1	3	28	749	2
0.181	1	2	19	2	1	28	749	0
0.181	1	3	19	2	2	28	749	0
0.181	1	1	19	2	3	28	749	0
0.181	1	2	19	2	1	28	749	1
0.181	1	3	19	2	2	28	749	1
0.181	1	1	19	2	3	28	749	1
0.181	1	2	19	2	1	28	749	2
0.181	1	3	19	2	2	28	749	2
0.181	1	1	19	2	3	28	749	2
0.182	1	2	19	3	1	28	749	0
0.182	1	3	19	3	2	28	749	0
0.182	1	1	19	3	3	28	749	0
0.182	1	2	19	3	1	28	749	1
0.182	1	3	19	3	2	28	749	1
0.182	1	1	19	3	3	28	749	1
0.182	1	2	19	3	1	28	749	2
0.182	1	3	19	3	2	28	749	2
0.182	1	1	19	3	3	28	749	2
0.183	1	2	19	4	1	28	749	0
0.183	1	3	19	4	2	28	749	0
0.183	1	1	19	4	3	28	749	0
0.183	1	2	19	4	1	28	749	1
0.183	1	3	19	4	2	28	749	1
0.183	1	1	19	4	3	28	749	1
0.183	1	2	19	4	1	28	749	2
0.183	1	3	19	4	2	28	749	2
0.183	1	1	19	4	3	28	749	2
0.184	1	2	19	5	1	28	749	0
0.184	1	3	19	5	2	28	749	0
0.184	1	1	19	5	3	28	749	0
0.184	1	2	19	5	1	28	749	1
0.184	1	3	19	5	2	28	749	1
0.184	1	1	19	5	3	28	749	1
0.184	1	2	19	5	1	28	749	2
0.184	1	3	19	5	2	28	749	2
0.184	1	1	19	5	3	28	749	2
0.185	1	2	19	6	1	28	749	0
0.185	1	3	19	6	2	28	749	0
0.185	1	1	19	6	3	28	749	0
0.185	1	2	19	6	1	28	749	1
0.185	1	3	19	6	2	28	749	1
0.185	1	1	19	6	3	28	749	1
0.185	1	2	19	6	1	28	749	2
0.185	1	3	19	6	2	28	749	2
0.185	1	1	19	6	3	28	749	2
0.186	1	2	19	7	1	28	749	0
0.186	1	3	19	7	2	28	749	0
0.186	1	1	19	7	3	28	749	0
0.186	1	2	19	7	1	28	749	1
0.186	1	3	19	7	2	28	749	1
0.186	1	1	19	7	3	28	749	1
0.186	1	2	19	7	1	28	749	2
0.186	1	3	19	7	2	28	749	2
0.186	1	1	19	7	3	28	749	2
0.187	1	2	19	8	1	28	749	0
0.187	1	3	19	8	2	28	749	0
0.187	1	1	19	8	3	28	749	0
0.187	1	2	19	8	1	28	749	1
0.187	1	3	19	8	2	28	749	1
0.187	1	1	19	8	3	28	749	1
0.187	1	2	19	8	1	28	749	2
0.187	1	3	19	8	2	28	749	2
0.187	1	1	19	8	3	28	749	2
0.188	1	2	19	9	1	28	749	0
0.188	1	3	19	9	2	28	749	0
0.188	1	1	19	9	3	28	749	0
0.188	1	2	19	9	1	28	749	1
0.188	1	3	19	9	2	28	749	1
0.188	1	1	19	9	3	28	749	1
0.188	1	2	19	9	1	28	749	2
0.188	1	3	19	9	2	28	749	2
0.188	1	1	19	9	3	28	749	2
0.189	1	2	19	10	1	28	749	0
0.189	1	3	19	10	2	28	749	0
0.189	1	1	19	10	3	28	749	0
0.189	1	2	19	10	1	28	749	1
0.189	1	3	19	10	2	28	749	1
0.189	1	1	19	10	3	28	749	1
0.189	1	2	19	10	1	28	749	2
0.189	1	3	19	10	2	28	749	2
0.189	1	1	19	10	3	28	749	2
0.19	1	2	20	1	1	28	749	0
0.19	1	3	20	1	2	28	749	0
0.19	1	1	20	1	3	28	749	0
0.19	1	2	20	1	1	28	749	1
0.19	1	3	20	1	2	28	749	1
0.19	1	1	20	1	3	28	749	1
0.19	1	2	20	1	1	28	749	2
0.19	1	3	20	1	2	28	749	2
0.19	1	1	20	1	3	28	749	2
0.191	1	2	20	2	1	28	749	0
0.191	1	3	20	2	2	28	749	0
0.191	1	1	20	2	3	28	749	0
0.191	1	2	20	2	1	28	749	1
0.191	1	3	20	2	2	28	749	1
0.191	1	1	20	2	3	28	749	1
0.191	1	2	20	2	1	28	749	2
0.191	1	3	20	2	2	28	749	2
0.191	1	1	20	2	3	28	749	2
0.192	1	2	20	3	1	28	749	0
0.192	1	3	20	3	2	28	749	0
0.192	1	1	20	3	3	28	749	0
0.192	1	2	20	3	1	28	749	1
0.192	1	3	20	3	2	28	749	1
0.192	1	1	20	3	3	28	749	1
0.192	1	2	20	3	1	28	749	2
0.192	1	3	20	3	2	28	749	2
0.192	1	1	20	3	3	28	749	2
0.193	1	2	20	4	1	28	749	0
0.193	1	3	20	4	2	28	749	0
0.193	1	1	20	4	3	28	749	0
0.193	1	2	20	4	1	28	749	1
0.193	1	3	20	4	2	28	749	1
0.193	1	1	20	4	3	28	749	1
0.193	1	2	20	4	1	28	749	2
0.193	1	3	20	4	2	28	749	2
0.193	1	1	20	4	3	28	749	2
0.194	1	2	20	5	1	28	749	0
0.194	1	3	20	5	2	28	749	0
0.194	1	1	20	5	3	28	749	0
0.194	1	2	20	5	1	28	749	1
0.194	1	3	20	5	2	28	749	1
0.194	1	1	20	5	3	28	749	1
0.194	1	2	20	5	1	28	749	2
0.194	1	3	20	5	2	28	749	2
0.194	1	1	20	5	3	28	749	2
0.195	1	2	20	6	1	28	749	0
0.195	1	3	20	6	2	28	749	0
0.195	1	1	20	6	3	28	749	0
0.195	1	2	20	6	1	28	749	1
0.195	1	3	20	6	2	28	749	1
0.195	1	1	20	6	3	28	749	1
0.195	1	2	20	6	1	28	749	2
0.195	1	3	20	6	2	28	749	2
0.195	1	1	20	6	3	28	749	2
